axle_loc,axle_id
-252552,13
-252432,13
-251964,1
-251796,1
-251628,2
-251772,1
-251604,1
-251436,2
-251268,3
-250908,3
-250740,5
-250824,12
-250728,12
-250248,12
-250152,12
-250224,12
-250128,12
-250008,7
-249936,7
-249660,8
-249588,8
-249396,9
-249612,10
-249552,10
-249372,11
-249444,4
-249180,4
-249012,6
-249300,12
-249204,12
-248868,3
-248508,3
-248340,5
-248496,12
-248400,12
-248136,3
-247776,3
-247608,5
-247740,4
-247476,4
-247308,6
-247716,12
-247620,12
-247512,13
-247392,13
-247236,1
-247068,1
-246900,2
-247092,14
-246924,14
-246660,13
-246540,13
-246144,7
-246072,7
-245796,8
-245724,8
-245532,9
-245976,7
-245904,7
-245628,8
-245556,8
-245364,9
-245532,7
-245460,7
-245184,8
-245112,8
-244920,9
-245448,4
-245184,4
-245016,6
-244944,10
-244884,10
-244704,11
-244860,10
-244800,10
-244620,11
-244512,13
-244392,13
-244296,13
-244176,13
-243816,12
-243720,12
-243516,7
-243444,7
-243168,8
-243096,8
-242904,9
-243228,13
-243108,13
-242700,10
-242640,10
-242460,11
-242484,4
-242220,4
-242052,6
-242220,14
-242052,14
-241644,14
-241476,14
-241620,10
-241560,10
-241380,11
-241032,10
-240972,10
-240792,11
-240924,10
-240864,10
-240684,11
-240528,3
-240168,3
-240000,5
-240180,4
-239916,4
-239748,6
-239772,7
-239700,7
-239424,8
-239352,8
-239160,9
-239556,3
-239196,3
-239028,5
-239184,13
-239064,13
-238692,3
-238332,3
-238164,5
-238680,3
-238320,3
-238152,5
-238632,3
-238272,3
-238104,5
-238044,3
-237684,3
-237516,5
-237648,7
-237576,7
-237300,8
-237228,8
-237036,9
-237504,4
-237240,4
-237072,6
-237264,14
-237096,14
-237192,7
-237120,7
-236844,8
-236772,8
-236580,9
-237036,3
-236676,3
-236508,5
-236880,14
-236712,14
-236676,14
-236508,14
-236580,7
-236508,7
-236232,8
-236160,8
-235968,9
-236376,1
-236208,1
-236040,2
-236304,4
-236040,4
-235872,6
-235776,7
-235704,7
-235428,8
-235356,8
-235164,9
-235716,10
-235656,10
-235476,11
-235152,4
-234888,4
-234720,6
-234912,10
-234852,10
-234672,11
-234888,12
-234792,12
-234684,3
-234324,3
-234156,5
-234240,1
-234072,1
-233904,2
-233760,4
-233496,4
-233328,6
-233436,4
-233172,4
-233004,6
-233028,7
-232956,7
-232680,8
-232608,8
-232416,9
-232488,10
-232428,10
-232248,11
-232452,1
-232284,1
-232116,2
-232272,4
-232008,4
-231840,6
-232248,13
-232128,13
-232128,1
-231960,1
-231792,2
-231696,14
-231528,14
-231264,12
-231168,12
-230736,7
-230664,7
-230388,8
-230316,8
-230124,9
-230388,10
-230328,10
-230148,11
-230340,3
-229980,3
-229812,5
-229788,7
-229716,7
-229440,8
-229368,8
-229176,9
-229308,14
-229140,14
-229140,10
-229080,10
-228900,11
-228816,10
-228756,10
-228576,11
-228228,3
-227868,3
-227700,5
-227796,7
-227724,7
-227448,8
-227376,8
-227184,9
-227292,10
-227232,10
-227052,11
-227028,12
-226932,12
-226740,7
-226668,7
-226392,8
-226320,8
-226128,9
-226404,4
-226140,4
-225972,6
-226248,14
-226080,14
-225804,1
-225636,1
-225468,2
-225504,14
-225336,14
-225120,14
-224952,14
-224940,13
-224820,13
-224856,1
-224688,1
-224520,2
-224568,4
-224304,4
-224136,6
-224352,4
-224088,4
-223920,6
-223884,12
-223788,12
-223416,3
-223056,3
-222888,5
-223020,12
-222924,12
-222936,1
-222768,1
-222600,2
-222924,12
-222828,12
-222588,7
-222516,7
-222240,8
-222168,8
-221976,9
-222408,13
-222288,13
-221844,12
-221748,12
-221256,14
-221088,14
-221088,14
-220920,14
-220608,4
-220344,4
-220176,6
-220068,12
-219972,12
-219708,3
-219348,3
-219180,5
-219180,1
-219012,1
-218844,2
-218616,12
-218520,12
-218292,10
-218232,10
-218052,11
-217860,7
-217788,7
-217512,8
-217440,8
-217248,9
-217512,14
-217344,14
-217500,10
-217440,10
-217260,11
-217236,10
-217176,10
-216996,11
-216852,13
-216732,13
-216540,13
-216420,13
-216312,10
-216252,10
-216072,11
-215748,3
-215388,3
-215220,5
-215256,3
-214896,3
-214728,5
-214752,14
-214584,14
-214524,1
-214356,1
-214188,2
-214164,7
-214092,7
-213816,8
-213744,8
-213552,9
-213636,3
-213276,3
-213108,5
-213072,14
-212904,14
-212676,12
-212580,12
-212556,10
-212496,10
-212316,11
-212160,7
-212088,7
-211812,8
-211740,8
-211548,9
-212112,1
-211944,1
-211776,2
-211872,12
-211776,12
-211476,1
-211308,1
-211140,2
-210912,1
-210744,1
-210576,2
-210420,10
-210360,10
-210180,11
-210132,1
-209964,1
-209796,2
-209676,13
-209556,13
-209424,13
-209304,13
-208836,12
-208740,12
-208248,3
-207888,3
-207720,5
-207732,12
-207636,12
-207504,10
-207444,10
-207264,11
-207228,14
-207060,14
-207084,12
-206988,12
-206616,13
-206496,13
-206088,7
-206016,7
-205740,8
-205668,8
-205476,9
-205536,7
-205464,7
-205188,8
-205116,8
-204924,9
-205200,13
-205080,13
-204840,1
-204672,1
-204504,2
-204756,3
-204396,3
-204228,5
-204216,3
-203856,3
-203688,5
-203940,7
-203868,7
-203592,8
-203520,8
-203328,9
-203820,13
-203700,13
-203280,13
-203160,13
-202824,1
-202656,1
-202488,2
-202296,7
-202224,7
-201948,8
-201876,8
-201684,9
-202128,10
-202068,10
-201888,11
-201720,7
-201648,7
-201372,8
-201300,8
-201108,9
-201324,12
-201228,12
-201252,12
-201156,12
-201012,4
-200748,4
-200580,6
-200844,7
-200772,7
-200496,8
-200424,8
-200232,9
-200412,1
-200244,1
-200076,2
-200244,14
-200076,14
-199704,3
-199344,3
-199176,5
-199212,1
-199044,1
-198876,2
-198972,4
-198708,4
-198540,6
-198672,3
-198312,3
-198144,5
-198252,7
-198180,7
-197904,8
-197832,8
-197640,9
-197748,4
-197484,4
-197316,6
-197388,14
-197220,14
-197040,14
-196872,14
-196848,1
-196680,1
-196512,2
-196572,12
-196476,12
-196140,4
-195876,4
-195708,6
-195612,7
-195540,7
-195264,8
-195192,8
-195000,9
-195180,10
-195120,10
-194940,11
-195168,14
-195000,14
-194760,7
-194688,7
-194412,8
-194340,8
-194148,9
-194496,14
-194328,14
-194232,4
-193968,4
-193800,6
-194160,12
-194064,12
-193668,12
-193572,12
-193476,10
-193416,10
-193236,11
-193332,12
-193236,12
-193128,12
-193032,12
-192900,3
-192540,3
-192372,5
-192576,3
-192216,3
-192048,5
-192240,14
-192072,14
-192000,3
-191640,3
-191472,5
-191760,1
-191592,1
-191424,2
-191448,10
-191388,10
-191208,11
-191052,14
-190884,14
-190476,12
-190380,12
-190044,3
-189684,3
-189516,5
-189804,4
-189540,4
-189372,6
-189300,7
-189228,7
-188952,8
-188880,8
-188688,9
-189216,14
-189048,14
-189180,3
-188820,3
-188652,5
-189132,13
-189012,13
-189036,12
-188940,12
-188844,7
-188772,7
-188496,8
-188424,8
-188232,9
-188664,3
-188304,3
-188136,5
-188652,7
-188580,7
-188304,8
-188232,8
-188040,9
-188328,7
-188256,7
-187980,8
-187908,8
-187716,9
-188268,1
-188100,1
-187932,2
-188184,10
-188124,10
-187944,11
-187800,3
-187440,3
-187272,5
-187284,7
-187212,7
-186936,8
-186864,8
-186672,9
-186696,10
-186636,10
-186456,11
-186348,4
-186084,4
-185916,6
-185748,4
-185484,4
-185316,6
-185412,10
-185352,10
-185172,11
-185100,4
-184836,4
-184668,6
-184896,13
-184776,13
-184632,14
-184464,14
-184332,12
-184236,12
-184284,4
-184020,4
-183852,6
-183756,10
-183696,10
-183516,11
-183720,1
-183552,1
-183384,2
-183456,14
-183288,14
-182964,14
-182796,14
-182724,13
-182604,13
-182352,4
-182088,4
-181920,6
-181860,10
-181800,10
-181620,11
-181332,1
-181164,1
-180996,2
-180768,7
-180696,7
-180420,8
-180348,8
-180156,9
-180648,4
-180384,4
-180216,6
-180492,3
-180132,3
-179964,5
-179952,3
-179592,3
-179424,5
-179592,7
-179520,7
-179244,8
-179172,8
-178980,9
-179292,1
-179124,1
-178956,2
-178920,10
-178860,10
-178680,11
-178428,7
-178356,7
-178080,8
-178008,8
-177816,9
-178104,12
-178008,12
-177984,12
-177888,12
-177708,12
-177612,12
-177456,1
-177288,1
-177120,2
-176880,1
-176712,1
-176544,2
-176508,4
-176244,4
-176076,6
-176088,10
-176028,10
-175848,11
-175656,12
-175560,12
-175452,7
-175380,7
-175104,8
-175032,8
-174840,9
-175140,13
-175020,13
-174804,12
-174708,12
-174708,14
-174540,14
-174372,10
-174312,10
-174132,11
-173952,4
-173688,4
-173520,6
-173700,1
-173532,1
-173364,2
-173196,10
-173136,10
-172956,11
-172752,13
-172632,13
-172536,7
-172464,7
-172188,8
-172116,8
-171924,9
-172260,1
-172092,1
-171924,2
-172032,4
-171768,4
-171600,6
-171564,3
-171204,3
-171036,5
-171120,4
-170856,4
-170688,6
-170856,7
-170784,7
-170508,8
-170436,8
-170244,9
-170436,10
-170376,10
-170196,11
-169872,7
-169800,7
-169524,8
-169452,8
-169260,9
-169404,14
-169236,14
-168984,10
-168924,10
-168744,11
-168924,14
-168756,14
-168696,12
-168600,12
-168336,14
-168168,14
-168060,3
-167700,3
-167532,5
-168024,12
-167928,12
-167892,4
-167628,4
-167460,6
-167388,12
-167292,12
-167376,12
-167280,12
-166860,1
-166692,1
-166524,2
-166812,4
-166548,4
-166380,6
-166416,3
-166056,3
-165888,5
-166116,12
-166020,12
-165984,13
-165864,13
-165636,4
-165372,4
-165204,6
-165564,13
-165444,13
-165156,12
-165060,12
-164796,1
-164628,1
-164460,2
-164760,10
-164700,10
-164520,11
-164724,7
-164652,7
-164376,8
-164304,8
-164112,9
-164628,14
-164460,14
-164616,1
-164448,1
-164280,2
-164352,7
-164280,7
-164004,8
-163932,8
-163740,9
-163848,7
-163776,7
-163500,8
-163428,8
-163236,9
-163476,7
-163404,7
-163128,8
-163056,8
-162864,9
-163164,13
-163044,13
-162648,4
-162384,4
-162216,6
-162588,13
-162468,13
-162048,7
-161976,7
-161700,8
-161628,8
-161436,9
-161988,1
-161820,1
-161652,2
-161676,3
-161316,3
-161148,5
-161592,12
-161496,12
-161256,7
-161184,7
-160908,8
-160836,8
-160644,9
-161256,3
-160896,3
-160728,5
-160800,4
-160536,4
-160368,6
-160296,10
-160236,10
-160056,11
-159744,3
-159384,3
-159216,5
-159156,12
-159060,12
-158856,3
-158496,3
-158328,5
-158688,14
-158520,14
-158628,4
-158364,4
-158196,6
-158328,13
-158208,13
-157980,3
-157620,3
-157452,5
-157524,4
-157260,4
-157092,6
-157476,1
-157308,1
-157140,2
-157080,10
-157020,10
-156840,11
-156768,12
-156672,12
-156660,10
-156600,10
-156420,11
-156096,7
-156024,7
-155748,8
-155676,8
-155484,9
-155736,12
-155640,12
-155472,12
-155376,12
-154908,12
-154812,12
-154512,12
-154416,12
-154236,14
-154068,14
-153732,3
-153372,3
-153204,5
-153408,12
-153312,12
-153072,3
-152712,3
-152544,5
-152664,1
-152496,1
-152328,2
-152448,10
-152388,10
-152208,11
-152304,7
-152232,7
-151956,8
-151884,8
-151692,9
-151956,7
-151884,7
-151608,8
-151536,8
-151344,9
-151440,12
-151344,12
-151200,13
-151080,13
-151128,4
-150864,4
-150696,6
-150864,12
-150768,12
-150684,7
-150612,7
-150336,8
-150264,8
-150072,9
-150444,13
-150324,13
-149940,13
-149820,13
-149700,4
-149436,4
-149268,6
-149460,10
-149400,10
-149220,11
-149244,10
-149184,10
-149004,11
-149160,10
-149100,10
-148920,11
-149004,13
-148884,13
-148956,4
-148692,4
-148524,6
-148704,4
-148440,4
-148272,6
-148548,1
-148380,1
-148212,2
-148368,14
-148200,14
-148116,12
-148020,12
-148044,7
-147972,7
-147696,8
-147624,8
-147432,9
-147744,12
-147648,12
-147324,10
-147264,10
-147084,11
-147180,12
-147084,12
-146712,10
-146652,10
-146472,11
-146664,12
-146568,12
-146424,10
-146364,10
-146184,11
-146424,14
-146256,14
-146292,3
-145932,3
-145764,5
-146292,1
-146124,1
-145956,2
-146184,1
-146016,1
-145848,2
-146100,1
-145932,1
-145764,2
-145944,7
-145872,7
-145596,8
-145524,8
-145332,9
-145836,7
-145764,7
-145488,8
-145416,8
-145224,9
-145752,4
-145488,4
-145320,6
-145392,13
-145272,13
-144852,12
-144756,12
-144288,13
-144168,13
-144156,14
-143988,14
-143868,14
-143700,14
-143640,3
-143280,3
-143112,5
-143328,3
-142968,3
-142800,5
-143172,12
-143076,12
-143136,1
-142968,1
-142800,2
-142872,10
-142812,10
-142632,11
-142764,10
-142704,10
-142524,11
-142752,13
-142632,13
-142176,7
-142104,7
-141828,8
-141756,8
-141564,9
-141912,7
-141840,7
-141564,8
-141492,8
-141300,9
-141336,12
-141240,12
-140880,12
-140784,12
-140880,10
-140820,10
-140640,11
-140472,4
-140208,4
-140040,6
-140052,3
-139692,3
-139524,5
-139668,10
-139608,10
-139428,11
-139332,4
-139068,4
-138900,6
-139200,1
-139032,1
-138864,2
-138732,13
-138612,13
-138600,3
-138240,3
-138072,5
-138372,7
-138300,7
-138024,8
-137952,8
-137760,9
-137832,12
-137736,12
-137316,4
-137052,4
-136884,6
-137076,12
-136980,12
-136884,7
-136812,7
-136536,8
-136464,8
-136272,9
-136524,12
-136428,12
-135972,12
-135876,12
-135432,7
-135360,7
-135084,8
-135012,8
-134820,9
-135072,1
-134904,1
-134736,2
-134868,4
-134604,4
-134436,6
-134352,7
-134280,7
-134004,8
-133932,8
-133740,9
-134088,4
-133824,4
-133656,6
-133548,3
-133188,3
-133020,5
-133524,13
-133404,13
-133200,7
-133128,7
-132852,8
-132780,8
-132588,9
-132768,14
-132600,14
-132660,7
-132588,7
-132312,8
-132240,8
-132048,9
-132456,13
-132336,13
-132348,7
-132276,7
-132000,8
-131928,8
-131736,9
-132156,13
-132036,13
-131916,13
-131796,13
-131592,7
-131520,7
-131244,8
-131172,8
-130980,9
-131568,3
-131208,3
-131040,5
-131232,13
-131112,13
-131064,14
-130896,14
-130920,4
-130656,4
-130488,6
-130776,12
-130680,12
-130680,7
-130608,7
-130332,8
-130260,8
-130068,9
-130104,13
-129984,13
-129540,13
-129420,13
-129048,3
-128688,3
-128520,5
-128616,13
-128496,13
-128508,14
-128340,14
-128292,10
-128232,10
-128052,11
-128184,14
-128016,14
-128184,10
-128124,10
-127944,11
-127992,3
-127632,3
-127464,5
-127572,3
-127212,3
-127044,5
-127200,7
-127128,7
-126852,8
-126780,8
-126588,9
-126876,12
-126780,12
-126612,13
-126492,13
-126444,13
-126324,13
-126144,4
-125880,4
-125712,6
-125688,10
-125628,10
-125448,11
-125232,1
-125064,1
-124896,2
-124884,1
-124716,1
-124548,2
-124440,3
-124080,3
-123912,5
-124056,12
-123960,12
-123984,7
-123912,7
-123636,8
-123564,8
-123372,9
-123684,3
-123324,3
-123156,5
-123480,7
-123408,7
-123132,8
-123060,8
-122868,9
-123420,3
-123060,3
-122892,5
-123336,1
-123168,1
-123000,2
-123216,13
-123096,13
-122808,10
-122748,10
-122568,11
-122544,14
-122376,14
-122124,12
-122028,12
-121968,10
-121908,10
-121728,11
-121968,13
-121848,13
-121644,14
-121476,14
-121476,14
-121308,14
-120912,1
-120744,1
-120576,2
-120372,13
-120252,13
-120132,10
-120072,10
-119892,11
-120120,14
-119952,14
-119712,10
-119652,10
-119472,11
-119208,7
-119136,7
-118860,8
-118788,8
-118596,9
-118620,13
-118500,13
-118584,3
-118224,3
-118056,5
-118308,7
-118236,7
-117960,8
-117888,8
-117696,9
-117960,14
-117792,14
-117552,10
-117492,10
-117312,11
-117120,13
-117000,13
-116724,12
-116628,12
-116292,10
-116232,10
-116052,11
-116064,3
-115704,3
-115536,5
-115716,12
-115620,12
-115644,1
-115476,1
-115308,2
-115608,12
-115512,12
-115020,12
-114924,12
-114852,12
-114756,12
-114492,14
-114324,14
-113916,14
-113748,14
-113808,13
-113688,13
-113688,10
-113628,10
-113448,11
-113484,14
-113316,14
-112920,10
-112860,10
-112680,11
-112680,1
-112512,1
-112344,2
-112512,1
-112344,1
-112176,2
-112416,13
-112296,13
-112176,7
-112104,7
-111828,8
-111756,8
-111564,9
-111948,13
-111828,13
-111864,3
-111504,3
-111336,5
-111600,10
-111540,10
-111360,11
-111540,12
-111444,12
-111168,1
-111000,1
-110832,2
-111156,10
-111096,10
-110916,11
-110808,4
-110544,4
-110376,6
-110340,1
-110172,1
-110004,2
-110196,7
-110124,7
-109848,8
-109776,8
-109584,9
-109932,3
-109572,3
-109404,5
-109596,1
-109428,1
-109260,2
-109560,3
-109200,3
-109032,5
-109260,3
-108900,3
-108732,5
-108876,3
-108516,3
-108348,5
-108744,1
-108576,1
-108408,2
-108240,12
-108144,12
-107652,4
-107388,4
-107220,6
-107148,10
-107088,10
-106908,11
-106848,12
-106752,12
-106680,7
-106608,7
-106332,8
-106260,8
-106068,9
-106236,10
-106176,10
-105996,11
-106092,7
-106020,7
-105744,8
-105672,8
-105480,9
-105516,1
-105348,1
-105180,2
-105144,7
-105072,7
-104796,8
-104724,8
-104532,9
-104784,13
-104664,13
-104676,13
-104556,13
-104616,4
-104352,4
-104184,6
-104460,3
-104100,3
-103932,5
-103944,10
-103884,10
-103704,11
-103392,12
-103296,12
-102972,7
-102900,7
-102624,8
-102552,8
-102360,9
-102540,3
-102180,3
-102012,5
-102408,14
-102240,14
-102060,1
-101892,1
-101724,2
-101568,1
-101400,1
-101232,2
-101328,3
-100968,3
-100800,5
-100740,3
-100380,3
-100212,5
-100692,10
-100632,10
-100452,11
-100500,10
-100440,10
-100260,11
-100188,1
-100020,1
-99852,2
-100152,14
-99984,14
-99720,12
-99624,12
-99384,12
-99288,12
-99072,1
-98904,1
-98736,2
-98580,13
-98460,13
-98064,14
-97896,14
-97596,14
-97428,14
-97404,13
-97284,13
-97128,13
-97008,13
-96672,10
-96612,10
-96432,11
-96612,3
-96252,3
-96084,5
-96552,7
-96480,7
-96204,8
-96132,8
-95940,9
-96396,3
-96036,3
-95868,5
-96084,1
-95916,1
-95748,2
-95496,14
-95328,14
-95064,4
-94800,4
-94632,6
-94872,4
-94608,4
-94440,6
-94692,4
-94428,4
-94260,6
-94176,7
-94104,7
-93828,8
-93756,8
-93564,9
-93624,12
-93528,12
-93240,1
-93072,1
-92904,2
-93084,13
-92964,13
-93036,10
-92976,10
-92796,11
-92532,13
-92412,13
-92184,4
-91920,4
-91752,6
-91620,7
-91548,7
-91272,8
-91200,8
-91008,9
-91584,1
-91416,1
-91248,2
-91236,3
-90876,3
-90708,5
-91068,12
-90972,12
-90576,4
-90312,4
-90144,6
-90456,14
-90288,14
-90192,1
-90024,1
-89856,2
-89952,14
-89784,14
-89460,10
-89400,10
-89220,11
-89052,12
-88956,12
-88932,14
-88764,14
-88740,4
-88476,4
-88308,6
-88656,7
-88584,7
-88308,8
-88236,8
-88044,9
-88248,7
-88176,7
-87900,8
-87828,8
-87636,9
-87900,13
-87780,13
-87804,13
-87684,13
-87720,1
-87552,1
-87384,2
-87432,3
-87072,3
-86904,5
-86892,4
-86628,4
-86460,6
-86556,1
-86388,1
-86220,2
-86532,10
-86472,10
-86292,11
-86496,4
-86232,4
-86064,6
-86016,3
-85656,3
-85488,5
-85740,3
-85380,3
-85212,5
-85512,14
-85344,14
-85044,12
-84948,12
-84828,7
-84756,7
-84480,8
-84408,8
-84216,9
-84504,14
-84336,14
-84072,1
-83904,1
-83736,2
-83544,12
-83448,12
-83352,12
-83256,12
-82956,10
-82896,10
-82716,11
-82368,3
-82008,3
-81840,5
-82320,10
-82260,10
-82080,11
-81972,4
-81708,4
-81540,6
-81720,3
-81360,3
-81192,5
-81540,3
-81180,3
-81012,5
-81384,14
-81216,14
-80928,1
-80760,1
-80592,2
-80328,3
-79968,3
-79800,5
-80220,1
-80052,1
-79884,2
-79752,7
-79680,7
-79404,8
-79332,8
-79140,9
-79632,1
-79464,1
-79296,2
-79032,14
-78864,14
-78552,3
-78192,3
-78024,5
-78300,1
-78132,1
-77964,2
-77868,4
-77604,4
-77436,6
-77568,7
-77496,7
-77220,8
-77148,8
-76956,9
-77088,1
-76920,1
-76752,2
-76872,14
-76704,14
-76824,4
-76560,4
-76392,6
-76464,4
-76200,4
-76032,6
-75912,1
-75744,1
-75576,2
-75792,4
-75528,4
-75360,6
-75528,1
-75360,1
-75192,2
-75084,10
-75024,10
-74844,11
-75060,13
-74940,13
-74496,12
-74400,12
-74040,1
-73872,1
-73704,2
-73704,1
-73536,1
-73368,2
-73596,13
-73476,13
-73296,14
-73128,14
-72984,10
-72924,10
-72744,11
-72384,1
-72216,1
-72048,2
-71868,13
-71748,13
-71292,4
-71028,4
-70860,6
-70884,4
-70620,4
-70452,6
-70644,12
-70548,12
-70080,1
-69912,1
-69744,2
-69792,1
-69624,1
-69456,2
-69648,12
-69552,12
-69408,10
-69348,10
-69168,11
-68988,10
-68928,10
-68748,11
-68652,12
-68556,12
-68196,12
-68100,12
-67596,13
-67476,13
-67020,4
-66756,4
-66588,6
-66696,12
-66600,12
-66120,10
-66060,10
-65880,11
-66048,7
-65976,7
-65700,8
-65628,8
-65436,9
-66012,1
-65844,1
-65676,2
-65832,13
-65712,13
-65484,4
-65220,4
-65052,6
-65160,10
-65100,10
-64920,11
-64620,12
-64524,12
-64296,1
-64128,1
-63960,2
-64032,3
-63672,3
-63504,5
-63708,10
-63648,10
-63468,11
-63276,7
-63204,7
-62928,8
-62856,8
-62664,9
-63264,14
-63096,14
-62784,13
-62664,13
-62700,12
-62604,12
-62412,1
-62244,1
-62076,2
-62256,1
-62088,1
-61920,2
-62040,1
-61872,1
-61704,2
-61644,13
-61524,13
-61548,14
-61380,14
-61380,12
-61284,12
-61260,3
-60900,3
-60732,5
-61140,12
-61044,12
-60948,1
-60780,1
-60612,2
-60420,1
-60252,1
